"Company","API","sum_per_Well","Total_Months","P_per_Month"
"CARRIZO (EAGLE FORD) LLC","42283344190000",42586,10,4258.6
"CARRIZO (EAGLE FORD) LLC","42283344200000",49161,10,4916.1
"CARRIZO (EAGLE FORD) LLC","42283344840000",35504,9,3944.88888888889
"CARRIZO (EAGLE FORD) LLC","42283344850000",15062,11,1369.27272727273
"CARRIZO (EAGLE FORD) LLC","42283344890000",101329,13,7794.53846153846
"CARRIZO (EAGLE FORD) LLC","42283344900000",142710,13,10977.6923076923
"CARRIZO (EAGLE FORD) LLC","42283345230000",184727,15,12315.1333333333
"CARRIZO (EAGLE FORD) LLC","42283345240000",220229,17,12954.6470588235
"CARRIZO (EAGLE FORD) LLC","42283345260000",119087,13,9160.53846153846
"CARRIZO (EAGLE FORD) LLC","42283345280000",115161,13,8858.53846153846
"CARRIZO (EAGLE FORD) LLC","42283345570000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283345600000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283345620000",118233,33,3582.81818181818
"CARRIZO (EAGLE FORD) LLC","42283345630000",122539,33,3713.30303030303
"CARRIZO (EAGLE FORD) LLC","42283345660000",124197,33,3763.54545454545
"CARRIZO (EAGLE FORD) LLC","42283345670000",64588,15,4305.86666666667
"CARRIZO (EAGLE FORD) LLC","42283345680000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283346000000",121795,33,3690.75757575758
"CARRIZO (EAGLE FORD) LLC","42283346010000",119608,33,3624.48484848485
"CARRIZO (EAGLE FORD) LLC","42283346020000",112538,33,3410.24242424242
"CARRIZO (EAGLE FORD) LLC","42283346040000",65084,15,4338.93333333333
"CARRIZO (EAGLE FORD) LLC","42283346480000",84623,11,7693
"CARRIZO (EAGLE FORD) LLC","42283346500000",115133,13,8856.38461538462
"CARRIZO (EAGLE FORD) LLC","42283346510000",127875,13,9836.53846153846
"CARRIZO (EAGLE FORD) LLC","42283346520000",77028,12,6419
"CARRIZO (EAGLE FORD) LLC","42283346560000",36737,2,18368.5
"CARRIZO (EAGLE FORD) LLC","42283346570000",146415,43,3405
"CARRIZO (EAGLE FORD) LLC","42283346580000",37927,2,18963.5
"CARRIZO (EAGLE FORD) LLC","42283346590000",143205,43,3330.3488372093
"CARRIZO (EAGLE FORD) LLC","42283346750000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283347760000",102003,4,25500.75
"CARRIZO (EAGLE FORD) LLC","42283347790000",85883,5,17176.6
"CARRIZO (EAGLE FORD) LLC","42283348080000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283348090000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283348250000",70305,7,10043.5714285714
"CARRIZO (EAGLE FORD) LLC","42283348260000",97367,10,9736.7
"CARRIZO (EAGLE FORD) LLC","42283348840000",55804,3,18601.3333333333
"CARRIZO (EAGLE FORD) LLC","42283348850000",50511,3,16837
"CARRIZO (EAGLE FORD) LLC","42283349140000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283349150000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283349160000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283349170000",27761,6,4626.83333333333
"CARRIZO (EAGLE FORD) LLC","42283349180000",37971,6,6328.5
"CARRIZO (EAGLE FORD) LLC","42283349190000",45292,4,11323
"CARRIZO (EAGLE FORD) LLC","42283349200000",47147,4,11786.75
"CARRIZO (EAGLE FORD) LLC","42283350130000",30602,2,15301
"CARRIZO (EAGLE FORD) LLC","42283350170000",141419,43,3288.81395348837
"CARRIZO (EAGLE FORD) LLC","42283350350000",97755,6,16292.5
"CARRIZO (EAGLE FORD) LLC","42283350360000",82603,3,27534.3333333333
"CARRIZO (EAGLE FORD) LLC","42283351000000",99242,6,16540.3333333333
"CARRIZO (EAGLE FORD) LLC","42283351010000",82603,3,27534.3333333333
"CARRIZO (EAGLE FORD) LLC","42283351230000",53712,30,1790.4
"CARRIZO (EAGLE FORD) LLC","42283351240000",53712,30,1790.4
"CARRIZO (EAGLE FORD) LLC","42283351250000",53026,2,26513
"CARRIZO (EAGLE FORD) LLC","42283351270000",68996,30,2299.86666666667
"CARRIZO (EAGLE FORD) LLC","42283351280000",68996,30,2299.86666666667
"CARRIZO (EAGLE FORD) LLC","42283351290000",53712,30,1790.4
"CARRIZO (EAGLE FORD) LLC","42283351310000",53026,2,26513
"CARRIZO (EAGLE FORD) LLC","42283351320000",53026,2,26513
"CARRIZO (EAGLE FORD) LLC","42283351700000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283351710000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283351750000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283351820000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283352160000",31701,1,31701
"CARRIZO (EAGLE FORD) LLC","42283352170000",29428,1,29428
"CARRIZO (EAGLE FORD) LLC","42283352450000",26379,1,26379
"CARRIZO (EAGLE FORD) LLC","42283352460000",27097,1,27097
"CARRIZO (EAGLE FORD) LLC","42283352490000",50392,6,8398.66666666667
"CARRIZO (EAGLE FORD) LLC","42283353730000",51302,4,12825.5
"CARRIZO (EAGLE FORD) LLC","42283353750000",49206,4,12301.5
"CARRIZO (EAGLE FORD) LLC","42283353760000",46959,4,11739.75
"CARRIZO (EAGLE FORD) LLC","42283353900000",141072,43,3280.74418604651
"CARRIZO (EAGLE FORD) LLC","42283354180000",11187,16,699.1875
"CARRIZO (EAGLE FORD) LLC","42283354190000",11187,16,699.1875
"CARRIZO (EAGLE FORD) LLC","42283354200000",11187,16,699.1875
"CARRIZO (EAGLE FORD) LLC","42283354210000",11187,16,699.1875
"CARRIZO (EAGLE FORD) LLC","42283354220000",11187,16,699.1875
"CARRIZO (EAGLE FORD) LLC","42283354230000",11187,16,699.1875
"CARRIZO (EAGLE FORD) LLC","42283354250000",11187,16,699.1875
"CARRIZO (EAGLE FORD) LLC","42283354420000",35050,2,17525
"CARRIZO (EAGLE FORD) LLC","42283354430000",28261,2,14130.5
"CARRIZO (EAGLE FORD) LLC","42283354440000",28775,2,14387.5
"CARRIZO (EAGLE FORD) LLC","42283354610000",19291,2,9645.5
"CARRIZO (EAGLE FORD) LLC","42311356830000",67122,13,5163.23076923077
"CARRIZO (EAGLE FORD) LLC","42311356840000",132290,17,7781.76470588235
"CARRIZO (EAGLE FORD) LLC","42311357520000",82120,9,9124.44444444445
"CARRIZO (EAGLE FORD) LLC","42311359330000",88179,10,8817.9
"CARRIZO (EAGLE FORD) LLC","42311361240000",67122,13,5163.23076923077
"CARRIZO (EAGLE FORD) LLC","42311361250000",55408,4,13852
"CARRIZO (EAGLE FORD) LLC","42311361800000",67122,13,5163.23076923077
"CARRIZO (EAGLE FORD) LLC","42311361820000",67122,13,5163.23076923077
"CARRIZO (EAGLE FORD) LLC","42311362500000",67122,13,5163.23076923077
"CARRIZO (EAGLE FORD) LLC","42311362510000",67122,13,5163.23076923077
"CARRIZO OIL & GAS, INC.","42013343630000",168649,48,3513.52083333333
"CARRIZO OIL & GAS, INC.","42013343660000",130753,48,2724.02083333333
"CARRIZO OIL & GAS, INC.","42013343670000",130753,48,2724.02083333333
"CARRIZO OIL & GAS, INC.","42013343750000",130896,44,2974.90909090909
"CARRIZO OIL & GAS, INC.","42013343780000",130896,44,2974.90909090909
"CARRIZO OIL & GAS, INC.","42013343790000",86731,38,2282.39473684211
"CARRIZO OIL & GAS, INC.","42013343990000",245866,40,6146.65
"CARRIZO OIL & GAS, INC.","42013344030000",245866,40,6146.65
"CARRIZO OIL & GAS, INC.","42013344040000",152464,40,3811.6
"CARRIZO OIL & GAS, INC.","42013344130000",121804,45,2706.75555555556
"CARRIZO OIL & GAS, INC.","42013344330000",130896,44,2974.90909090909
"CARRIZO OIL & GAS, INC.","42013344630000",152464,40,3811.6
"CARRIZO OIL & GAS, INC.","42013344920000",86731,38,2282.39473684211
"CARRIZO OIL & GAS, INC.","42127340930000",71455,18,3969.72222222222
"CARRIZO OIL & GAS, INC.","42163335510000",37040,40,926
"CARRIZO OIL & GAS, INC.","42163335520000",37040,40,926
"CARRIZO OIL & GAS, INC.","42163335530000",37040,40,926
"CARRIZO OIL & GAS, INC.","42283322810000",125268,58,2159.79310344828
"CARRIZO OIL & GAS, INC.","42283322820000",123875,44,2815.34090909091
"CARRIZO OIL & GAS, INC.","42283323100000",125268,58,2159.79310344828
"CARRIZO OIL & GAS, INC.","42283323240000",190618,54,3529.96296296296
"CARRIZO OIL & GAS, INC.","42283323460000",156933,56,2802.375
"CARRIZO OIL & GAS, INC.","42283324150000",117863,57,2067.77192982456
"CARRIZO OIL & GAS, INC.","42283324160000",117863,57,2067.77192982456
"CARRIZO OIL & GAS, INC.","42283324170000",117863,57,2067.77192982456
"CARRIZO OIL & GAS, INC.","42283326600000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283326610000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283326620000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283326630000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283326690000",36980,42,880.47619047619
"CARRIZO OIL & GAS, INC.","42283326700000",38668,42,920.666666666667
"CARRIZO OIL & GAS, INC.","42283327390000",134067,45,2979.26666666667
"CARRIZO OIL & GAS, INC.","42283327400000",134067,45,2979.26666666667
"CARRIZO OIL & GAS, INC.","42283327410000",134067,45,2979.26666666667
"CARRIZO OIL & GAS, INC.","42283327690000",122875,45,2730.55555555556
"CARRIZO OIL & GAS, INC.","42283327700000",122875,45,2730.55555555556
"CARRIZO OIL & GAS, INC.","42283327710000",122875,45,2730.55555555556
"CARRIZO OIL & GAS, INC.","42283328790000",110636,41,2698.43902439024
"CARRIZO OIL & GAS, INC.","42283328900000",125862,38,3312.15789473684
"CARRIZO OIL & GAS, INC.","42283328970000",110636,41,2698.43902439024
"CARRIZO OIL & GAS, INC.","42283328990000",110636,41,2698.43902439024
"CARRIZO OIL & GAS, INC.","42283329090000",117863,57,2067.77192982456
"CARRIZO OIL & GAS, INC.","42283329110000",117863,57,2067.77192982456
"CARRIZO OIL & GAS, INC.","42283329290000",117863,57,2067.77192982456
"CARRIZO OIL & GAS, INC.","42283329360000",87493,34,2573.32352941176
"CARRIZO OIL & GAS, INC.","42283329400000",110948,34,3263.17647058824
"CARRIZO OIL & GAS, INC.","42283329630000",125862,38,3312.15789473684
"CARRIZO OIL & GAS, INC.","42283329640000",137425,38,3616.44736842105
"CARRIZO OIL & GAS, INC.","42283329860000",94946,37,2566.10810810811
"CARRIZO OIL & GAS, INC.","42283329870000",94946,37,2566.10810810811
"CARRIZO OIL & GAS, INC.","42283329880000",112229,37,3033.21621621622
"CARRIZO OIL & GAS, INC.","42283330020000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283330030000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283330050000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283330550000",210117,32,6566.15625
"CARRIZO OIL & GAS, INC.","42283330560000",172619,32,5394.34375
"CARRIZO OIL & GAS, INC.","42283330640000",172619,32,5394.34375
"CARRIZO OIL & GAS, INC.","42283330760000",114096,45,2535.46666666667
"CARRIZO OIL & GAS, INC.","42283331080000",113072,29,3899.03448275862
"CARRIZO OIL & GAS, INC.","42283331110000",113072,29,3899.03448275862
"CARRIZO OIL & GAS, INC.","42283331420000",67019,33,2030.87878787879
"CARRIZO OIL & GAS, INC.","42283331950000",244398,34,7188.17647058824
"CARRIZO OIL & GAS, INC.","42283331960000",214826,34,6318.41176470588
"CARRIZO OIL & GAS, INC.","42283331970000",116385,34,3423.08823529412
"CARRIZO OIL & GAS, INC.","42283332000000",116385,34,3423.08823529412
"CARRIZO OIL & GAS, INC.","42283332150000",129675,29,4471.55172413793
"CARRIZO OIL & GAS, INC.","42283332170000",84706,37,2289.35135135135
"CARRIZO OIL & GAS, INC.","42283332180000",83305,29,2872.58620689655
"CARRIZO OIL & GAS, INC.","42283332570000",193658,31,6247.03225806452
"CARRIZO OIL & GAS, INC.","42283332580000",209774,31,6766.90322580645
"CARRIZO OIL & GAS, INC.","42283332660000",151891,35,4339.74285714286
"CARRIZO OIL & GAS, INC.","42283333360000",133088,34,3914.35294117647
"CARRIZO OIL & GAS, INC.","42283333410000",99472,34,2925.64705882353
"CARRIZO OIL & GAS, INC.","42283333420000",172444,34,5071.88235294118
"CARRIZO OIL & GAS, INC.","42283334510000",85194,33,2581.63636363636
"CARRIZO OIL & GAS, INC.","42283334520000",92679,33,2808.45454545455
"CARRIZO OIL & GAS, INC.","42283334560000",92679,33,2808.45454545455
"CARRIZO OIL & GAS, INC.","42283334620000",194940,29,6722.06896551724
"CARRIZO OIL & GAS, INC.","42283334630000",110636,41,2698.43902439024
"CARRIZO OIL & GAS, INC.","42283334650000",110636,41,2698.43902439024
"CARRIZO OIL & GAS, INC.","42283334780000",147784,29,5096
"CARRIZO OIL & GAS, INC.","42283334800000",110636,41,2698.43902439024
"CARRIZO OIL & GAS, INC.","42283335240000",134431,27,4978.92592592593
"CARRIZO OIL & GAS, INC.","42283335250000",134431,27,4978.92592592593
"CARRIZO OIL & GAS, INC.","42283335570000",187257,30,6241.9
"CARRIZO OIL & GAS, INC.","42283335580000",199738,30,6657.93333333333
"CARRIZO OIL & GAS, INC.","42283335590000",53712,30,1790.4
"CARRIZO OIL & GAS, INC.","42283335630000",134431,27,4978.92592592593
"CARRIZO OIL & GAS, INC.","42283335680000",68996,30,2299.86666666667
"CARRIZO OIL & GAS, INC.","42311345490000",271443,47,5775.3829787234
"CARRIZO OIL & GAS, INC.","42311345700000",127670,45,2837.11111111111
"CARRIZO OIL & GAS, INC.","42311345710000",128500,45,2855.55555555556
"CARRIZO OIL & GAS, INC.","42311345760000",209940,47,4466.8085106383
"CARRIZO OIL & GAS, INC.","42311345770000",209940,47,4466.8085106383
"CARRIZO OIL & GAS, INC.","42311346550000",227804,42,5423.90476190476
"CARRIZO OIL & GAS, INC.","42311346560000",227804,42,5423.90476190476
"CARRIZO OIL & GAS, INC.","42311346570000",227804,42,5423.90476190476
"CAVALIER OIL & GAS, INC.","42055050370000",26,7,3.71428571428571
"CAVALIER OIL & GAS, INC.","42055052180000",717,49,14.6326530612245
"CAVALIER OIL & GAS, INC.","42055200300000",717,49,14.6326530612245
"CENTAUR EXPLORATION LLC","42507326500000",251,13,19.3076923076923
"CENTEX ENERGY, LLC","42051336440000",18682,87,214.735632183908
"CHESAPEAKE OPERATING, INC.","42013343620000",115760,40,2894
"CHESAPEAKE OPERATING, INC.","42013345920000",115760,40,2894
"CHESAPEAKE OPERATING, INC.","42013346010000",115760,40,2894
"CHESAPEAKE OPERATING, INC.","42123327620000",76185,32,2380.78125
"CHESAPEAKE OPERATING, INC.","42123329280000",65949,14,4710.64285714286
"CHESAPEAKE OPERATING, INC.","42123329290000",69147,13,5319
"CHESAPEAKE OPERATING, INC.","42123330970000",77617,14,5544.07142857143
"CHESAPEAKE OPERATING, INC.","42123330980000",70801,14,5057.21428571429
"CHESAPEAKE OPERATING, INC.","42127336650000",130742,64,2042.84375
"CHESAPEAKE OPERATING, INC.","42127336920000",84573,58,1458.15517241379
"CHESAPEAKE OPERATING, INC.","42127337010000",21989,60,366.483333333333
"CHESAPEAKE OPERATING, INC.","42127337020000",62002,55,1127.30909090909
"CHESAPEAKE OPERATING, INC.","42127337140000",48467,55,881.218181818182
"CHESAPEAKE OPERATING, INC.","42127337150000",21989,60,366.483333333333
"CHESAPEAKE OPERATING, INC.","42127337160000",21989,60,366.483333333333
"CHESAPEAKE OPERATING, INC.","42127337280000",67294,54,1246.18518518519
"CHESAPEAKE OPERATING, INC.","42127337320000",22,45,0.488888888888889
"CHESAPEAKE OPERATING, INC.","42127337380000",54837,56,979.232142857143
"CHESAPEAKE OPERATING, INC.","42127337460000",43039,51,843.901960784314
"CHESAPEAKE OPERATING, INC.","42127337480000",16070,43,373.720930232558
"CHESAPEAKE OPERATING, INC.","42127337640000",54205,52,1042.40384615385
"CHESAPEAKE OPERATING, INC.","42127337650000",104130,54,1928.33333333333
"CHESAPEAKE OPERATING, INC.","42127337760000",45841,54,848.907407407407
"CHESAPEAKE OPERATING, INC.","42127337870000",239846,52,4612.42307692308
"CHESAPEAKE OPERATING, INC.","42127337950000",17515,51,343.43137254902
"CHESAPEAKE OPERATING, INC.","42127337960000",35783,44,813.25
"CHESAPEAKE OPERATING, INC.","42127337970000",239846,52,4612.42307692308
"CHESAPEAKE OPERATING, INC.","42127337980000",239846,52,4612.42307692308
"CHESAPEAKE OPERATING, INC.","42127337990000",239846,52,4612.42307692308
"CHESAPEAKE OPERATING, INC.","42127338000000",239846,52,4612.42307692308
"CHESAPEAKE OPERATING, INC.","42127338020000",693,43,16.1162790697674
"CHESAPEAKE OPERATING, INC.","42127338030000",21989,60,366.483333333333
"CHESAPEAKE OPERATING, INC.","42127338080000",14498,48,302.041666666667
"CHESAPEAKE OPERATING, INC.","42127338100000",38518,54,713.296296296296
"CHESAPEAKE OPERATING, INC.","42127338130000",198414,48,4133.625
"CHESAPEAKE OPERATING, INC.","42127338140000",253020,48,5271.25
"CHESAPEAKE OPERATING, INC.","42127338180000",54837,56,979.232142857143
"CHESAPEAKE OPERATING, INC.","42127338220000",130742,64,2042.84375
"CHESAPEAKE OPERATING, INC.","42127338230000",130742,64,2042.84375
"CHESAPEAKE OPERATING, INC.","42127338240000",130742,64,2042.84375
"CHESAPEAKE OPERATING, INC.","42127338300000",130742,64,2042.84375
"CHESAPEAKE OPERATING, INC.","42127338310000",58363,46,1268.76086956522
"CHESAPEAKE OPERATING, INC.","42127338320000",161046,53,3038.60377358491
"CHESAPEAKE OPERATING, INC.","42127338360000",68868,53,1299.39622641509
"CHESAPEAKE OPERATING, INC.","42127338480000",233079,48,4855.8125
"CHESAPEAKE OPERATING, INC.","42127338510000",44671,46,971.108695652174
"CHESAPEAKE OPERATING, INC.","42127338600000",16505,48,343.854166666667
"CHESAPEAKE OPERATING, INC.","42127338610000",104,15,6.93333333333333
"CHESAPEAKE OPERATING, INC.","42127338670000",244582,30,8152.73333333333
"CHESAPEAKE OPERATING, INC.","42127338680000",130742,64,2042.84375
"CHESAPEAKE OPERATING, INC.","42127338690000",55236,52,1062.23076923077
"CHESAPEAKE OPERATING, INC.","42127338860000",140639,50,2812.78
"CHESAPEAKE OPERATING, INC.","42127338870000",199700,48,4160.41666666667
"CHESAPEAKE OPERATING, INC.","42127338880000",55236,52,1062.23076923077
"CHESAPEAKE OPERATING, INC.","42127338970000",140639,50,2812.78
"CHESAPEAKE OPERATING, INC.","42127338990000",140639,50,2812.78
"CHESAPEAKE OPERATING, INC.","42127339070000",107858,42,2568.04761904762
"CHESAPEAKE OPERATING, INC.","42127339080000",72809,45,1617.97777777778
"CHESAPEAKE OPERATING, INC.","42127339110000",55129,43,1282.06976744186
"CHESAPEAKE OPERATING, INC.","42127339150000",89047,45,1978.82222222222
"CHESAPEAKE OPERATING, INC.","42127339170000",55236,52,1062.23076923077
"CHESAPEAKE OPERATING, INC.","42127339190000",55236,52,1062.23076923077
"CHESAPEAKE OPERATING, INC.","42127339220000",76859,46,1670.84782608696
"CHESAPEAKE OPERATING, INC.","42127339240000",132458,54,2452.92592592593
"CHESAPEAKE OPERATING, INC.","42127339280000",23421,45,520.466666666667
"CHESAPEAKE OPERATING, INC.","42127339290000",23421,45,520.466666666667
"CHESAPEAKE OPERATING, INC.","42127339400000",75498,47,1606.34042553191
"CHESAPEAKE OPERATING, INC.","42127339430000",171775,54,3181.01851851852
"CHESAPEAKE OPERATING, INC.","42127339440000",162226,50,3244.52
"CHESAPEAKE OPERATING, INC.","42127339450000",43039,51,843.901960784314
"CHESAPEAKE OPERATING, INC.","42127339460000",182798,49,3730.57142857143
"CHESAPEAKE OPERATING, INC.","42127339500000",512,30,17.0666666666667
"CHESAPEAKE OPERATING, INC.","42127339620000",162060,47,3448.08510638298
"CHESAPEAKE OPERATING, INC.","42127339660000",141224,47,3004.76595744681
"CHESAPEAKE OPERATING, INC.","42127339670000",55236,52,1062.23076923077
"CHESAPEAKE OPERATING, INC.","42127339710000",59757,47,1271.42553191489
"CHESAPEAKE OPERATING, INC.","42127339720000",81888,42,1949.71428571429
"CHESAPEAKE OPERATING, INC.","42127339730000",86262,42,2053.85714285714
"CHESAPEAKE OPERATING, INC.","42127339740000",109108,47,2321.44680851064
"CHESAPEAKE OPERATING, INC.","42127339760000",90197,39,2312.74358974359
"CHESAPEAKE OPERATING, INC.","42127339800000",72841,42,1734.30952380952
"CHESAPEAKE OPERATING, INC.","42127339830000",90197,39,2312.74358974359
"CHESAPEAKE OPERATING, INC.","42127339870000",66407,41,1619.68292682927
"CHESAPEAKE OPERATING, INC.","42127339880000",204307,49,4169.5306122449
"CHESAPEAKE OPERATING, INC.","42127339890000",75498,47,1606.34042553191
