"Company","API","sum_per_Well","Total_Months","P_per_Month"
"EOG RESOURCES, INC.","42013348010000",137251,40,3431.275
"EOG RESOURCES, INC.","42013348020000",94256,16,5891
"EOG RESOURCES, INC.","42013348030000",106341,17,6255.35294117647
"EOG RESOURCES, INC.","42013348040000",92457,16,5778.5625
"EOG RESOURCES, INC.","42013348050000",89974,16,5623.375
"EOG RESOURCES, INC.","42013348060000",96847,18,5380.38888888889
"EOG RESOURCES, INC.","42013348070000",111631,21,5315.7619047619
"EOG RESOURCES, INC.","42013348090000",149978,41,3658
"EOG RESOURCES, INC.","42013348100000",149978,41,3658
"EOG RESOURCES, INC.","42013348180000",67370,14,4812.14285714286
"EOG RESOURCES, INC.","42013348260000",88245,17,5190.88235294118
"EOG RESOURCES, INC.","42013348270000",119407,15,7960.46666666667
"EOG RESOURCES, INC.","42013348280000",204828,18,11379.3333333333
"EOG RESOURCES, INC.","42013348300000",77693,30,2589.76666666667
"EOG RESOURCES, INC.","42013348320000",77693,30,2589.76666666667
"EOG RESOURCES, INC.","42013348330000",77693,30,2589.76666666667
"EOG RESOURCES, INC.","42013348370000",33809,15,2253.93333333333
"EOG RESOURCES, INC.","42013348400000",95772,13,7367.07692307692
"EOG RESOURCES, INC.","42013348470000",65639,28,2344.25
"EOG RESOURCES, INC.","42013348510000",66146,14,4724.71428571429
"EOG RESOURCES, INC.","42013348770000",106930,13,8225.38461538462
"EOG RESOURCES, INC.","42013348780000",137305,12,11442.0833333333
"EOG RESOURCES, INC.","42013348840000",70789,16,4424.3125
"EOG RESOURCES, INC.","42013348870000",92546,12,7712.16666666667
"EOG RESOURCES, INC.","42013348880000",102724,12,8560.33333333333
"EOG RESOURCES, INC.","42013349000000",95178,12,7931.5
"EOG RESOURCES, INC.","42013349010000",62371,12,5197.58333333333
"EOG RESOURCES, INC.","42013349050000",141820,9,15757.7777777778
"EOG RESOURCES, INC.","42013349060000",96868,13,7451.38461538462
"EOG RESOURCES, INC.","42013349070000",134492,16,8405.75
"EOG RESOURCES, INC.","42013349080000",74036,11,6730.54545454545
"EOG RESOURCES, INC.","42013349130000",50211,30,1673.7
"EOG RESOURCES, INC.","42013349140000",50211,30,1673.7
"EOG RESOURCES, INC.","42013349150000",50211,30,1673.7
"EOG RESOURCES, INC.","42013349160000",50211,30,1673.7
"EOG RESOURCES, INC.","42013349180000",97867,11,8897
"EOG RESOURCES, INC.","42013349320000",74748,13,5749.84615384615
"EOG RESOURCES, INC.","42013349330000",71444,22,3247.45454545455
"EOG RESOURCES, INC.","42013349400000",107749,11,9795.36363636364
"EOG RESOURCES, INC.","42013349430000",77553,11,7050.27272727273
"EOG RESOURCES, INC.","42013349450000",111004,13,8538.76923076923
"EOG RESOURCES, INC.","42013349480000",31755,13,2442.69230769231
"EOG RESOURCES, INC.","42013349490000",112070,11,10188.1818181818
"EOG RESOURCES, INC.","42013349540000",132419,12,11034.9166666667
"EOG RESOURCES, INC.","42013349560000",61246,10,6124.6
"EOG RESOURCES, INC.","42013349590000",112070,11,10188.1818181818
"EOG RESOURCES, INC.","42013349600000",48355,9,5372.77777777778
"EOG RESOURCES, INC.","42013349630000",88479,9,9831
"EOG RESOURCES, INC.","42013349640000",75559,9,8395.44444444445
"EOG RESOURCES, INC.","42013349670000",149978,41,3658
"EOG RESOURCES, INC.","42013349680000",55255,9,6139.44444444444
"EOG RESOURCES, INC.","42013349690000",137251,40,3431.275
"EOG RESOURCES, INC.","42013349730000",43778,9,4864.22222222222
"EOG RESOURCES, INC.","42013349740000",48653,9,5405.88888888889
"EOG RESOURCES, INC.","42013349750000",40480,9,4497.77777777778
"EOG RESOURCES, INC.","42013349840000",82842,9,9204.66666666667
"EOG RESOURCES, INC.","42013349850000",89785,9,9976.11111111111
"EOG RESOURCES, INC.","42013349930000",61135,9,6792.77777777778
"EOG RESOURCES, INC.","42013349940000",89808,9,9978.66666666667
"EOG RESOURCES, INC.","42013349950000",39882,9,4431.33333333333
"EOG RESOURCES, INC.","42013349960000",98830,30,3294.33333333333
"EOG RESOURCES, INC.","42013349970000",60853,10,6085.3
"EOG RESOURCES, INC.","42013350030000",72315,9,8035
"EOG RESOURCES, INC.","42013350040000",93380,8,11672.5
"EOG RESOURCES, INC.","42013350090000",117973,10,11797.3
"EOG RESOURCES, INC.","42013350220000",65639,28,2344.25
"EOG RESOURCES, INC.","42013350230000",65639,28,2344.25
"EOG RESOURCES, INC.","42013350300000",57135,1,57135
"EOG RESOURCES, INC.","42013350310000",51578,1,51578
"EOG RESOURCES, INC.","42013350340000",106763,10,10676.3
"EOG RESOURCES, INC.","42013350350000",106763,10,10676.3
"EOG RESOURCES, INC.","42013350380000",67654,5,13530.8
"EOG RESOURCES, INC.","42013350390000",47140,6,7856.66666666667
"EOG RESOURCES, INC.","42013350400000",35909,24,1496.20833333333
"EOG RESOURCES, INC.","42013350580000",22772,2,11386
"EOG RESOURCES, INC.","42013350730000",92457,16,5778.5625
"EOG RESOURCES, INC.","42013350830000",22772,2,11386
"EOG RESOURCES, INC.","42013350840000",72998,5,14599.6
"EOG RESOURCES, INC.","42013350850000",79731,5,15946.2
"EOG RESOURCES, INC.","42013350860000",76362,5,15272.4
"EOG RESOURCES, INC.","42013350870000",75945,5,15189
"EOG RESOURCES, INC.","42013350880000",33809,15,2253.93333333333
"EOG RESOURCES, INC.","42013350900000",53508,9,5945.33333333333
"EOG RESOURCES, INC.","42013350940000",28013,1,28013
"EOG RESOURCES, INC.","42013350960000",51032,4,12758
"EOG RESOURCES, INC.","42013350970000",88260,4,22065
"EOG RESOURCES, INC.","42013350980000",18401,1,18401
"EOG RESOURCES, INC.","42013351040000",67498,4,16874.5
"EOG RESOURCES, INC.","42013351210000",85881,4,21470.25
"EOG RESOURCES, INC.","42013351220000",65347,4,16336.75
"EOG RESOURCES, INC.","42013351230000",56019,4,14004.75
"EOG RESOURCES, INC.","42013351280000",32807,1,32807
"EOG RESOURCES, INC.","42013351290000",30022,25,1200.88
"EOG RESOURCES, INC.","42013351300000",30022,25,1200.88
"EOG RESOURCES, INC.","42013351310000",30022,25,1200.88
"EOG RESOURCES, INC.","42013351320000",26859,1,26859
"EOG RESOURCES, INC.","42013351370000",58720,4,14680
"EOG RESOURCES, INC.","42013351380000",98771,9,10974.5555555556
"EOG RESOURCES, INC.","42013351440000",56527,1,56527
"EOG RESOURCES, INC.","42013351470000",58360,4,14590
"EOG RESOURCES, INC.","42013351480000",66801,3,22267
"EOG RESOURCES, INC.","42013351660000",59141,4,14785.25
"EOG RESOURCES, INC.","42013351720000",43953,1,43953
"EOG RESOURCES, INC.","42013351800000",85046,4,21261.5
"EOG RESOURCES, INC.","42013351810000",34298,3,11432.6666666667
"EOG RESOURCES, INC.","42013351820000",67311,8,8413.875
"EOG RESOURCES, INC.","42013351830000",54068,3,18022.6666666667
"EOG RESOURCES, INC.","42013352000000",77693,30,2589.76666666667
"EOG RESOURCES, INC.","42013352030000",51482,1,51482
"EOG RESOURCES, INC.","42013352760000",65639,28,2344.25
"EOG RESOURCES, INC.","42013352770000",65639,28,2344.25
"EOG RESOURCES, INC.","42013353130000",65639,28,2344.25
"EOG RESOURCES, INC.","42123324610000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42123326670000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42123328600000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42123330050000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123330240000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123330250000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123331210000",289547,26,11136.4230769231
"EOG RESOURCES, INC.","42123331220000",289547,26,11136.4230769231
"EOG RESOURCES, INC.","42123331230000",289802,24,12075.0833333333
"EOG RESOURCES, INC.","42123331240000",80022,24,3334.25
"EOG RESOURCES, INC.","42123331390000",289547,26,11136.4230769231
"EOG RESOURCES, INC.","42123332860000",85044,40,2126.1
"EOG RESOURCES, INC.","42123332870000",85044,40,2126.1
"EOG RESOURCES, INC.","42123332880000",85044,40,2126.1
"EOG RESOURCES, INC.","42123332890000",338714,20,16935.7
"EOG RESOURCES, INC.","42123332920000",288375,18,16020.8333333333
"EOG RESOURCES, INC.","42123333780000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123333810000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123333960000",288375,18,16020.8333333333
"EOG RESOURCES, INC.","42123333990000",288375,18,16020.8333333333
"EOG RESOURCES, INC.","42123334100000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123334290000",198538,18,11029.8888888889
"EOG RESOURCES, INC.","42123335220000",184314,39,4726
"EOG RESOURCES, INC.","42123335230000",184314,39,4726
"EOG RESOURCES, INC.","42123336450000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123336460000",260666,26,10025.6153846154
"EOG RESOURCES, INC.","42123337860000",121404,15,8093.6
"EOG RESOURCES, INC.","42123337880000",121404,15,8093.6
"EOG RESOURCES, INC.","42131391000000",14287,81,176.382716049383
"EOG RESOURCES, INC.","42131391450000",8955,65,137.769230769231
"EOG RESOURCES, INC.","42131391560000",15950,62,257.258064516129
"EOG RESOURCES, INC.","42131391950000",9887,61,162.081967213115
"EOG RESOURCES, INC.","42131391960000",5002,60,83.3666666666667
"EOG RESOURCES, INC.","42131391980000",13992,60,233.2
"EOG RESOURCES, INC.","42131392040000",5854,63,92.9206349206349
"EOG RESOURCES, INC.","42177320780000",123580,70,1765.42857142857
"EOG RESOURCES, INC.","42177320790000",123580,70,1765.42857142857
"EOG RESOURCES, INC.","42177320830000",123580,70,1765.42857142857
"EOG RESOURCES, INC.","42177320850000",119631,59,2027.64406779661
"EOG RESOURCES, INC.","42177320900000",119631,59,2027.64406779661
"EOG RESOURCES, INC.","42177320920000",119631,59,2027.64406779661
"EOG RESOURCES, INC.","42177320930000",119631,59,2027.64406779661
"EOG RESOURCES, INC.","42177320950000",274998,60,4583.3
"EOG RESOURCES, INC.","42177320960000",123580,70,1765.42857142857
"EOG RESOURCES, INC.","42177320990000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177321020000",274998,60,4583.3
"EOG RESOURCES, INC.","42177321030000",119631,59,2027.64406779661
"EOG RESOURCES, INC.","42177321040000",119631,59,2027.64406779661
"EOG RESOURCES, INC.","42177321050000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177321060000",119631,59,2027.64406779661
"EOG RESOURCES, INC.","42177321080000",188465,58,3249.39655172414
"EOG RESOURCES, INC.","42177321090000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177321100000",188465,58,3249.39655172414
"EOG RESOURCES, INC.","42177321110000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177321130000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177321150000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177321170000",179360,58,3092.41379310345
"EOG RESOURCES, INC.","42177321180000",179360,58,3092.41379310345
"EOG RESOURCES, INC.","42177321210000",176715,56,3155.625
"EOG RESOURCES, INC.","42177321220000",110771,57,1943.35087719298
"EOG RESOURCES, INC.","42177321230000",176715,56,3155.625
"EOG RESOURCES, INC.","42177321240000",176715,56,3155.625
"EOG RESOURCES, INC.","42177321290000",103651,56,1850.91071428571
"EOG RESOURCES, INC.","42177321300000",103651,56,1850.91071428571
"EOG RESOURCES, INC.","42177321390000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177321400000",176715,56,3155.625
"EOG RESOURCES, INC.","42177321410000",99699,55,1812.70909090909
"EOG RESOURCES, INC.","42177321420000",99699,55,1812.70909090909
"EOG RESOURCES, INC.","42177321430000",99699,55,1812.70909090909
"EOG RESOURCES, INC.","42177321440000",99699,55,1812.70909090909
"EOG RESOURCES, INC.","42177321470000",110771,57,1943.35087719298
"EOG RESOURCES, INC.","42177321490000",110771,57,1943.35087719298
"EOG RESOURCES, INC.","42177321520000",103651,56,1850.91071428571
"EOG RESOURCES, INC.","42177321560000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177321570000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177321580000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177321590000",103651,56,1850.91071428571
"EOG RESOURCES, INC.","42177321600000",101007,51,1980.52941176471
"EOG RESOURCES, INC.","42177321650000",168507,54,3120.5
"EOG RESOURCES, INC.","42177321660000",101332,53,1911.92452830189
"EOG RESOURCES, INC.","42177321710000",101332,53,1911.92452830189
"EOG RESOURCES, INC.","42177321720000",101332,53,1911.92452830189
"EOG RESOURCES, INC.","42177321740000",138603,52,2665.44230769231
"EOG RESOURCES, INC.","42177321750000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177321760000",101007,51,1980.52941176471
"EOG RESOURCES, INC.","42177321820000",168507,54,3120.5
"EOG RESOURCES, INC.","42177321830000",168507,54,3120.5
"EOG RESOURCES, INC.","42177321880000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177321900000",119026,52,2288.96153846154
"EOG RESOURCES, INC.","42177321910000",119026,52,2288.96153846154
"EOG RESOURCES, INC.","42177321920000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177321930000",119026,52,2288.96153846154
"EOG RESOURCES, INC.","42177321940000",101007,51,1980.52941176471
"EOG RESOURCES, INC.","42177321960000",132095,52,2540.28846153846
"EOG RESOURCES, INC.","42177321970000",101007,51,1980.52941176471
"EOG RESOURCES, INC.","42177321990000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177322000000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177322190000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177322200000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177322210000",35151,47,747.893617021277
"EOG RESOURCES, INC.","42177322240000",135612,51,2659.05882352941
"EOG RESOURCES, INC.","42177322250000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177322260000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177322270000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177322280000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177322290000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177322310000",177854,57,3120.24561403509
"EOG RESOURCES, INC.","42177322320000",177854,57,3120.24561403509
"EOG RESOURCES, INC.","42177322330000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177322340000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177322350000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177322360000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177322380000",119026,52,2288.96153846154
"EOG RESOURCES, INC.","42177322390000",101007,51,1980.52941176471
"EOG RESOURCES, INC.","42177322450000",34903,50,698.06
"EOG RESOURCES, INC.","42177322480000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177322500000",127714,47,2717.31914893617
"EOG RESOURCES, INC.","42177322510000",127714,47,2717.31914893617
"EOG RESOURCES, INC.","42177322520000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177322530000",176715,56,3155.625
"EOG RESOURCES, INC.","42177322540000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177322550000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177322560000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177322580000",87041,49,1776.34693877551
"EOG RESOURCES, INC.","42177322630000",127714,47,2717.31914893617
"EOG RESOURCES, INC.","42177322710000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177322790000",168507,54,3120.5
"EOG RESOURCES, INC.","42177322840000",140775,47,2995.21276595745
"EOG RESOURCES, INC.","42177322870000",146539,47,3117.85106382979
"EOG RESOURCES, INC.","42177322930000",168507,54,3120.5
"EOG RESOURCES, INC.","42177322970000",168507,54,3120.5
"EOG RESOURCES, INC.","42177322980000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177323000000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177323030000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177323050000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177323060000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177323080000",111911,46,2432.84782608696
"EOG RESOURCES, INC.","42177323100000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177323120000",146539,47,3117.85106382979
"EOG RESOURCES, INC.","42177323130000",155373,48,3236.9375
"EOG RESOURCES, INC.","42177323180000",132095,52,2540.28846153846
"EOG RESOURCES, INC.","42177323190000",176715,56,3155.625
"EOG RESOURCES, INC.","42177323200000",127714,47,2717.31914893617
"EOG RESOURCES, INC.","42177323220000",101332,53,1911.92452830189
"EOG RESOURCES, INC.","42177323240000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177323270000",119026,52,2288.96153846154
"EOG RESOURCES, INC.","42177323290000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177323300000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177323310000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177323320000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177323370000",110771,57,1943.35087719298
"EOG RESOURCES, INC.","42177323430000",101332,53,1911.92452830189
"EOG RESOURCES, INC.","42177323450000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177323470000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177323500000",110771,57,1943.35087719298
"EOG RESOURCES, INC.","42177323510000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177323530000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177323540000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177323550000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177323560000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177323580000",120409,51,2360.96078431373
"EOG RESOURCES, INC.","42177323590000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177323600000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177323610000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177323620000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177323630000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177323650000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177323670000",168911,31,5448.74193548387
"EOG RESOURCES, INC.","42177323680000",168911,31,5448.74193548387
"EOG RESOURCES, INC.","42177323690000",168911,31,5448.74193548387
"EOG RESOURCES, INC.","42177323700000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177323710000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177323720000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177323730000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177323740000",154190,53,2909.24528301887
"EOG RESOURCES, INC.","42177323810000",93206,39,2389.89743589744
"EOG RESOURCES, INC.","42177323820000",93206,39,2389.89743589744
"EOG RESOURCES, INC.","42177323830000",93206,39,2389.89743589744
"EOG RESOURCES, INC.","42177323840000",93206,39,2389.89743589744
"EOG RESOURCES, INC.","42177323850000",93206,39,2389.89743589744
"EOG RESOURCES, INC.","42177323870000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177323880000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177323950000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177323960000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177324000000",146539,47,3117.85106382979
"EOG RESOURCES, INC.","42177324010000",146539,47,3117.85106382979
"EOG RESOURCES, INC.","42177324020000",184314,39,4726
"EOG RESOURCES, INC.","42177324030000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177324040000",216598,57,3799.9649122807
"EOG RESOURCES, INC.","42177324060000",146539,47,3117.85106382979
"EOG RESOURCES, INC.","42177324110000",172683,57,3029.52631578947
"EOG RESOURCES, INC.","42177324120000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177324130000",242771,49,4954.51020408163
"EOG RESOURCES, INC.","42177324140000",2222,11,202
"EOG RESOURCES, INC.","42177324150000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324160000",68884,40,1722.1
"EOG RESOURCES, INC.","42177324190000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177324210000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324220000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324230000",195793,40,4894.825
"EOG RESOURCES, INC.","42177324250000",68884,40,1722.1
"EOG RESOURCES, INC.","42177324270000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324280000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324290000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324300000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324310000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177324330000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177324370000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177324400000",92597,41,2258.46341463415
"EOG RESOURCES, INC.","42177324410000",92597,41,2258.46341463415
"EOG RESOURCES, INC.","42177324420000",195793,40,4894.825
"EOG RESOURCES, INC.","42177324430000",184314,39,4726
"EOG RESOURCES, INC.","42177324440000",130354,40,3258.85
"EOG RESOURCES, INC.","42177324450000",130354,40,3258.85
"EOG RESOURCES, INC.","42177324470000",122016,38,3210.94736842105
"EOG RESOURCES, INC.","42177324480000",119383,41,2911.78048780488
"EOG RESOURCES, INC.","42177324490000",119383,41,2911.78048780488
"EOG RESOURCES, INC.","42177324500000",119383,41,2911.78048780488
"EOG RESOURCES, INC.","42177324510000",92597,41,2258.46341463415
"EOG RESOURCES, INC.","42177324520000",92597,41,2258.46341463415
"EOG RESOURCES, INC.","42177324530000",92597,41,2258.46341463415
"EOG RESOURCES, INC.","42177324540000",92597,41,2258.46341463415
"EOG RESOURCES, INC.","42177324550000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177324570000",68884,40,1722.1
"EOG RESOURCES, INC.","42177324620000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177324640000",122016,38,3210.94736842105
"EOG RESOURCES, INC.","42177324660000",85044,40,2126.1
"EOG RESOURCES, INC.","42177324680000",117801,42,2804.78571428571
"EOG RESOURCES, INC.","42177324690000",93206,39,2389.89743589744
"EOG RESOURCES, INC.","42177324710000",85044,40,2126.1
"EOG RESOURCES, INC.","42177324730000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177324740000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177324750000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177324760000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177324770000",306020,38,8053.15789473684
"EOG RESOURCES, INC.","42177324840000",130354,40,3258.85
"EOG RESOURCES, INC.","42177324850000",130354,40,3258.85
"EOG RESOURCES, INC.","42177324860000",130354,40,3258.85
"EOG RESOURCES, INC.","42177324870000",130354,40,3258.85
"EOG RESOURCES, INC.","42177324880000",143224,39,3672.41025641026
"EOG RESOURCES, INC.","42177324890000",143224,39,3672.41025641026
"EOG RESOURCES, INC.","42177324900000",143224,39,3672.41025641026
"EOG RESOURCES, INC.","42177324910000",143224,39,3672.41025641026
"EOG RESOURCES, INC.","42177324950000",195793,40,4894.825
"EOG RESOURCES, INC.","42177324960000",146539,47,3117.85106382979
"EOG RESOURCES, INC.","42177324980000",179336,40,4483.4
"EOG RESOURCES, INC.","42177324990000",176600,40,4415
"EOG RESOURCES, INC.","42177325010000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177325020000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177325030000",192498,46,4184.73913043478
"EOG RESOURCES, INC.","42177325040000",184314,39,4726
"EOG RESOURCES, INC.","42177325050000",179336,40,4483.4
"EOG RESOURCES, INC.","42177325110000",184314,39,4726
"EOG RESOURCES, INC.","42177325120000",176600,40,4415
"EOG RESOURCES, INC.","42177325130000",118757,39,3045.05128205128
"EOG RESOURCES, INC.","42177325170000",184314,39,4726
"EOG RESOURCES, INC.","42177325220000",123956,39,3178.35897435897
"EOG RESOURCES, INC.","42177325250000",195793,40,4894.825
"EOG RESOURCES, INC.","42177325300000",176715,56,3155.625
"EOG RESOURCES, INC.","42177325340000",122016,38,3210.94736842105
"EOG RESOURCES, INC.","42177325360000",334709,37,9046.18918918919
"EOG RESOURCES, INC.","42177325390000",177854,57,3120.24561403509
"EOG RESOURCES, INC.","42177325400000",177854,57,3120.24561403509
"EOG RESOURCES, INC.","42177325410000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177325420000",149884,49,3058.85714285714
"EOG RESOURCES, INC.","42177325430000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177325440000",176715,56,3155.625
"EOG RESOURCES, INC.","42177325450000",195793,40,4894.825
"EOG RESOURCES, INC.","42177325460000",122016,38,3210.94736842105
"EOG RESOURCES, INC.","42177325470000",176715,56,3155.625
"EOG RESOURCES, INC.","42177325510000",142503,36,3958.41666666667
"EOG RESOURCES, INC.","42177325520000",146539,47,3117.85106382979
"EOG RESOURCES, INC.","42177325530000",123597,38,3252.55263157895
"EOG RESOURCES, INC.","42177325570000",105038,37,2838.86486486487
"EOG RESOURCES, INC.","42177325580000",105038,37,2838.86486486487
"EOG RESOURCES, INC.","42177325590000",102059,36,2834.97222222222
"EOG RESOURCES, INC.","42177325610000",150783,33,4569.18181818182
"EOG RESOURCES, INC.","42177325620000",176346,41,4301.12195121951
"EOG RESOURCES, INC.","42177325630000",123597,38,3252.55263157895
"EOG RESOURCES, INC.","42177325640000",174125,33,5276.51515151515
"EOG RESOURCES, INC.","42177325650000",174125,33,5276.51515151515
"EOG RESOURCES, INC.","42177325660000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177325690000",135035,37,3649.59459459459
"EOG RESOURCES, INC.","42177325700000",135035,37,3649.59459459459
"EOG RESOURCES, INC.","42177325710000",174125,33,5276.51515151515
"EOG RESOURCES, INC.","42177325720000",174125,33,5276.51515151515
"EOG RESOURCES, INC.","42177325730000",174125,33,5276.51515151515
"EOG RESOURCES, INC.","42177325750000",140775,47,2995.21276595745
"EOG RESOURCES, INC.","42177325800000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177325810000",102059,36,2834.97222222222
"EOG RESOURCES, INC.","42177325820000",194980,49,3979.18367346939
"EOG RESOURCES, INC.","42177325830000",150783,33,4569.18181818182
"EOG RESOURCES, INC.","42177325840000",150783,33,4569.18181818182
"EOG RESOURCES, INC.","42177325850000",150783,33,4569.18181818182
"EOG RESOURCES, INC.","42177325890000",89500,35,2557.14285714286
"EOG RESOURCES, INC.","42177325950000",193519,57,3395.0701754386
"EOG RESOURCES, INC.","42177325960000",161315,35,4609
"EOG RESOURCES, INC.","42177326000000",102059,36,2834.97222222222
"EOG RESOURCES, INC.","42177326030000",189985,35,5428.14285714286
"EOG RESOURCES, INC.","42177326040000",216265,32,6758.28125
"EOG RESOURCES, INC.","42177326050000",102059,36,2834.97222222222
"EOG RESOURCES, INC.","42177326060000",195793,40,4894.825
"EOG RESOURCES, INC.","42177326070000",184314,39,4726
"EOG RESOURCES, INC.","42177326100000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177326110000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177326160000",52469,34,1543.20588235294
"EOG RESOURCES, INC.","42177326170000",189985,35,5428.14285714286
"EOG RESOURCES, INC.","42177326180000",184314,39,4726
"EOG RESOURCES, INC.","42177326190000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177326200000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177326230000",231241,41,5640.0243902439
"EOG RESOURCES, INC.","42177326240000",231241,41,5640.0243902439
